@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute accLH {0,1,2,3,4,5}
@attribute buttonsLH {0,1,2,3}
@attribute accRH {0,1,2,3,4,5}
@attribute buttonsRH {0,1,2,3}

@data
2407,'2018/04/23 22:35:34:744',117,636,526,319,0,0,503,538,249,0,0,2,?,?,?
2408,'2018/04/23 22:35:34:747',117,636,526,319,0,0,503,538,249,0,0,2,?,?,?
2409,'2018/04/23 22:35:34:840',117,636,526,319,0,0,503,534,249,0,0,2,?,?,?
2410,'2018/04/23 22:35:34:843',117,636,526,319,0,0,503,534,249,0,0,2,?,?,?
2411,'2018/04/23 22:35:34:935',117,636,526,319,0,0,503,534,249,0,0,2,?,?,?
2412,'2018/04/23 22:35:34:938',117,636,526,319,0,0,503,534,249,0,0,2,?,?,?
2413,'2018/04/23 22:35:35:032',117,636,526,319,0,0,503,534,249,0,0,2,?,?,?
2414,'2018/04/23 22:35:35:034',117,636,526,319,0,0,503,534,249,0,0,2,?,?,?
2415,'2018/04/23 22:35:35:128',117,636,526,319,0,0,503,534,249,0,0,2,?,?,?
2416,'2018/04/23 22:35:35:130',117,636,526,319,0,0,503,534,249,0,0,2,?,?,?
2417,'2018/04/23 22:35:35:224',117,636,526,319,0,0,503,534,249,0,0,2,?,?,?
2418,'2018/04/23 22:35:35:226',117,636,526,319,0,0,503,534,249,0,0,2,?,?,?
2419,'2018/04/23 22:35:35:320',117,636,526,319,0,0,503,534,249,0,0,2,?,?,?
2420,'2018/04/23 22:35:35:322',117,636,526,319,0,0,503,534,249,0,0,2,?,?,?
2421,'2018/04/23 22:35:35:416',117,636,526,319,0,0,503,534,249,0,0,2,?,?,?
2422,'2018/04/23 22:35:35:418',117,636,526,319,0,0,503,534,249,0,0,2,?,?,?
2423,'2018/04/23 22:35:35:512',117,636,526,319,0,0,503,534,249,0,0,2,?,?,?
2424,'2018/04/23 22:35:35:515',117,636,526,319,0,0,503,534,249,0,0,2,?,?,?
2425,'2018/04/23 22:35:35:609',117,643,554,312,0,0,643,554,312,0,0,2,?,?,?
2426,'2018/04/23 22:35:35:704',117,643,554,312,0,0,503,534,249,0,0,2,?,?,?
2427,'2018/04/23 22:35:35:706',117,643,554,312,0,0,503,534,249,0,0,2,?,?,?
2428,'2018/04/23 22:35:35:800',117,643,554,312,0,0,503,534,249,0,0,2,?,?,?
2429,'2018/04/23 22:35:35:802',117,643,554,312,0,0,503,534,249,0,0,2,?,?,?
2430,'2018/04/23 22:35:35:896',117,643,554,312,0,0,503,534,249,0,0,2,?,?,?
2431,'2018/04/23 22:35:35:898',117,643,554,312,0,0,503,534,249,0,0,2,?,?,?
2432,'2018/04/23 22:35:35:992',117,643,554,312,0,0,503,534,249,0,0,2,?,?,?
2433,'2018/04/23 22:35:35:993',117,643,554,312,0,0,503,534,249,0,0,2,?,?,?
2434,'2018/04/23 22:35:36:088',117,643,554,312,0,0,503,534,249,0,0,2,?,?,?
2435,'2018/04/23 22:35:36:090',117,643,554,312,0,0,503,534,249,0,0,2,?,?,?
2436,'2018/04/23 22:35:36:184',117,643,554,312,0,0,503,534,249,0,0,2,?,?,?
2437,'2018/04/23 22:35:36:186',117,643,554,312,0,0,503,534,249,0,0,2,?,?,?
2438,'2018/04/23 22:35:36:279',117,643,554,312,0,0,503,538,249,0,0,2,?,?,?
2439,'2018/04/23 22:35:36:282',117,643,554,312,0,0,503,538,249,0,0,2,?,?,?
2440,'2018/04/23 22:35:36:375',117,643,554,312,0,0,503,534,249,0,0,2,?,?,?
2441,'2018/04/23 22:35:36:378',117,643,554,312,0,0,503,534,249,0,0,2,?,?,?
2442,'2018/04/23 22:35:36:471',117,643,554,312,0,0,503,534,249,0,0,2,?,?,?
2443,'2018/04/23 22:35:36:473',117,643,554,312,0,0,503,534,249,0,0,2,?,?,?
2444,'2018/04/23 22:35:36:568',117,643,554,312,0,0,503,534,249,0,0,2,?,?,?
2445,'2018/04/23 22:35:36:570',117,643,554,312,0,0,503,534,249,0,0,2,?,?,?
2446,'2018/04/23 22:35:40:886',118,284,495,362,0,0,503,534,249,0,0,3,?,?,?
2447,'2018/04/23 22:35:40:889',118,284,495,362,0,0,503,534,249,0,0,3,?,?,?
2448,'2018/04/23 22:35:40:983',118,284,495,362,0,0,499,538,249,0,0,3,?,?,?
2449,'2018/04/23 22:35:40:985',118,284,495,362,0,0,499,538,249,0,0,3,?,?,?
2450,'2018/04/23 22:35:41:080',118,284,495,362,0,0,503,534,249,0,0,3,?,?,?
2451,'2018/04/23 22:35:41:082',118,284,495,362,0,0,503,534,249,0,0,3,?,?,?
2452,'2018/04/23 22:35:41:175',118,284,495,362,0,0,503,534,245,0,0,3,?,?,?
2453,'2018/04/23 22:35:41:177',118,284,495,362,0,0,503,534,245,0,0,3,?,?,?
2454,'2018/04/23 22:35:41:271',118,284,495,362,0,0,503,534,249,0,0,3,?,?,?
2455,'2018/04/23 22:35:41:273',118,284,495,362,0,0,503,534,249,0,0,3,?,?,?
2456,'2018/04/23 22:35:41:368',118,288,515,370,0,0,288,515,370,0,0,3,?,?,?
2457,'2018/04/23 22:35:41:463',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2458,'2018/04/23 22:35:41:465',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2459,'2018/04/23 22:35:41:558',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2460,'2018/04/23 22:35:41:560',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2461,'2018/04/23 22:35:41:655',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2462,'2018/04/23 22:35:41:657',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2463,'2018/04/23 22:35:41:750',118,288,515,370,0,0,503,530,249,0,0,3,?,?,?
2464,'2018/04/23 22:35:41:755',118,288,515,370,0,0,503,530,249,0,0,3,?,?,?
2465,'2018/04/23 22:35:41:847',118,288,515,370,0,0,503,534,245,0,0,3,?,?,?
2466,'2018/04/23 22:35:41:849',118,288,515,370,0,0,503,534,245,0,0,3,?,?,?
2467,'2018/04/23 22:35:41:943',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2468,'2018/04/23 22:35:41:945',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2469,'2018/04/23 22:35:42:039',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2470,'2018/04/23 22:35:42:040',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2471,'2018/04/23 22:35:42:135',118,288,515,370,0,0,503,530,249,0,0,3,?,?,?
2472,'2018/04/23 22:35:42:137',118,288,515,370,0,0,503,530,249,0,0,3,?,?,?
2473,'2018/04/23 22:35:42:232',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2474,'2018/04/23 22:35:42:233',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2475,'2018/04/23 22:35:42:327',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2476,'2018/04/23 22:35:42:329',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2477,'2018/04/23 22:35:42:423',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2478,'2018/04/23 22:35:42:425',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2479,'2018/04/23 22:35:42:520',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2480,'2018/04/23 22:35:42:523',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2481,'2018/04/23 22:35:42:615',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2482,'2018/04/23 22:35:42:617',118,288,515,370,0,0,503,534,249,0,0,3,?,?,?
2483,'2018/04/23 22:35:42:711',118,288,515,370,0,0,499,534,249,0,0,3,?,?,?
2484,'2018/04/23 22:35:42:713',118,288,515,370,0,0,499,534,249,0,0,3,?,?,?
2485,'2018/04/23 22:35:42:809',118,292,519,370,0,0,292,519,370,0,0,3,?,?,?
2486,'2018/04/23 22:35:42:903',118,292,519,370,0,0,499,534,249,0,0,3,?,?,?
2487,'2018/04/23 22:35:42:905',118,292,519,370,0,0,499,534,249,0,0,3,?,?,?
2488,'2018/04/23 22:35:42:999',118,292,519,370,0,0,507,534,249,0,0,3,?,?,?
2489,'2018/04/23 22:35:43:001',118,292,519,370,0,0,507,534,249,0,0,3,?,?,?
2490,'2018/04/23 22:35:43:095',118,292,519,370,0,0,499,534,249,0,0,3,?,?,?
2491,'2018/04/23 22:35:43:097',118,292,519,370,0,0,499,534,249,0,0,3,?,?,?
2492,'2018/04/23 22:35:43:191',118,292,519,370,0,0,503,534,249,0,0,3,?,?,?
2493,'2018/04/23 22:35:43:194',118,292,519,370,0,0,503,534,249,0,0,3,?,?,?
2494,'2018/04/23 22:35:43:288',118,292,519,370,0,0,499,534,245,0,0,3,?,?,?
2495,'2018/04/23 22:35:43:291',118,292,519,370,0,0,499,534,245,0,0,3,?,?,?
2496,'2018/04/23 22:35:43:383',118,292,519,370,0,0,503,534,253,0,0,3,?,?,?
2497,'2018/04/23 22:35:43:389',118,292,519,370,0,0,503,534,253,0,0,3,?,?,?
2498,'2018/04/23 22:35:43:479',118,292,519,370,0,0,499,534,245,0,0,3,?,?,?
2499,'2018/04/23 22:35:43:482',118,292,519,370,0,0,499,534,245,0,0,3,?,?,?
2500,'2018/04/23 22:35:43:575',118,292,519,370,0,0,503,534,249,0,0,3,?,?,?
2501,'2018/04/23 22:35:43:577',118,292,519,370,0,0,503,534,249,0,0,3,?,?,?
2502,'2018/04/23 22:35:43:671',118,292,519,370,0,0,503,534,249,0,0,3,?,?,?
2503,'2018/04/23 22:35:43:673',118,292,519,370,0,0,503,534,249,0,0,3,?,?,?
2504,'2018/04/23 22:35:43:767',118,292,519,370,0,0,503,534,249,0,0,3,?,?,?
2505,'2018/04/23 22:35:43:770',118,292,519,370,0,0,503,534,249,0,0,3,?,?,?
2506,'2018/04/23 22:35:43:863',118,292,519,370,0,0,503,534,249,0,0,3,?,?,?
2507,'2018/04/23 22:35:43:865',118,292,519,370,0,0,503,534,249,0,0,3,?,?,?
2508,'2018/04/23 22:35:43:959',118,292,519,370,0,0,503,534,249,0,0,3,?,?,?
2509,'2018/04/23 22:35:43:961',118,292,519,370,0,0,503,534,249,0,0,3,?,?,?
2510,'2018/04/23 22:35:44:055',118,292,519,370,0,0,499,534,249,0,0,3,?,?,?
2511,'2018/04/23 22:35:44:057',118,292,519,370,0,0,499,534,249,0,0,3,?,?,?
2512,'2018/04/23 22:35:44:151',118,292,519,370,0,0,503,534,249,0,0,3,?,?,?
2513,'2018/04/23 22:35:44:153',118,292,519,370,0,0,503,534,249,0,0,3,?,?,?
2514,'2018/04/23 22:35:44:248',118,280,491,386,0,0,280,491,386,0,0,3,?,?,?
2515,'2018/04/23 22:37:34:709',119,487,487,405,0,0,487,487,405,0,0,1,?,1,?
2516,'2018/04/23 22:37:34:803',119,487,487,405,0,0,522,464,191,0,0,1,?,1,?
2517,'2018/04/23 22:37:34:805',119,487,487,405,0,0,522,464,191,0,0,1,?,1,?
2518,'2018/04/23 22:37:34:899',119,487,487,405,0,0,565,433,156,0,0,1,?,1,?
2519,'2018/04/23 22:37:34:903',119,487,487,405,0,0,565,433,156,0,0,1,?,1,?
2520,'2018/04/23 22:37:34:995',119,487,487,405,0,0,538,464,249,0,0,1,?,1,?
2521,'2018/04/23 22:37:34:999',119,487,487,405,0,0,538,464,249,0,0,1,?,1,?
2522,'2018/04/23 22:37:35:091',119,487,487,405,0,0,530,507,347,0,0,1,?,1,?
2523,'2018/04/23 22:37:35:187',119,487,487,405,0,0,561,444,296,0,0,1,?,1,?
2524,'2018/04/23 22:37:35:283',119,487,487,405,0,0,546,495,128,0,0,1,?,1,?
2525,'2018/04/23 22:37:35:287',119,487,487,405,0,0,546,495,128,0,0,1,?,1,?
2526,'2018/04/23 22:37:35:379',119,487,487,405,0,0,561,519,214,0,0,1,?,1,?
2527,'2018/04/23 22:37:35:385',119,487,487,405,0,0,561,519,214,0,0,1,?,1,?
2528,'2018/04/23 22:37:35:475',119,487,487,405,0,0,561,511,335,0,0,1,?,1,?
2529,'2018/04/23 22:37:35:479',119,487,487,405,0,0,561,511,335,0,0,1,?,1,?
2530,'2018/04/23 22:37:35:572',119,487,487,405,0,0,503,515,331,0,0,1,?,1,?
2531,'2018/04/23 22:37:35:574',119,487,487,405,0,0,503,515,331,0,0,1,?,1,?
2532,'2018/04/23 22:37:35:667',119,487,487,405,0,0,558,433,156,0,0,1,?,1,?
2533,'2018/04/23 22:37:35:670',119,487,487,405,0,0,558,433,156,0,0,1,?,1,?
2534,'2018/04/23 22:37:35:764',119,487,487,405,0,0,546,468,195,0,0,1,?,1,?
2535,'2018/04/23 22:37:35:767',119,487,487,405,0,0,546,468,195,0,0,1,?,1,?
2536,'2018/04/23 22:37:35:860',119,487,487,405,0,0,519,499,335,0,0,1,?,1,?
2537,'2018/04/23 22:37:35:866',119,487,487,405,0,0,519,499,335,0,0,1,?,1,?
2538,'2018/04/23 22:37:35:955',119,487,487,405,0,0,522,530,347,0,0,1,?,1,?
2539,'2018/04/23 22:37:35:958',119,487,487,405,0,0,522,530,347,0,0,1,?,1,?
2540,'2018/04/23 22:37:36:051',119,487,487,405,0,0,561,472,171,0,0,1,?,1,?
2541,'2018/04/23 22:37:36:054',119,487,487,405,0,0,561,472,171,0,0,1,?,1,?
2542,'2018/04/23 22:37:36:148',119,487,487,405,0,0,558,507,109,0,0,1,?,1,?
2543,'2018/04/23 22:37:36:152',119,487,487,405,0,0,558,507,109,0,0,1,?,1,?
2544,'2018/04/23 22:37:36:244',119,487,487,405,0,0,546,507,312,0,0,1,?,1,?
2545,'2018/04/23 22:37:36:248',119,487,487,405,0,0,546,507,312,0,0,1,?,1,?
2546,'2018/04/23 22:37:36:339',119,487,487,405,0,0,522,495,386,0,0,1,?,1,?
2547,'2018/04/23 22:37:36:340',119,487,487,405,0,0,522,495,386,0,0,1,?,1,?
2548,'2018/04/23 22:37:36:435',119,487,487,405,0,0,534,456,238,0,0,1,?,1,?
2549,'2018/04/23 22:37:36:532',119,487,487,405,0,0,561,468,136,0,0,1,?,1,?
2550,'2018/04/23 22:37:36:536',119,487,487,405,0,0,561,468,136,0,0,1,?,1,?
2551,'2018/04/23 22:37:36:627',119,487,487,405,0,0,546,472,269,0,0,1,?,1,?
2552,'2018/04/23 22:37:36:632',119,487,487,405,0,0,546,472,269,0,0,1,?,1,?
2553,'2018/04/23 22:37:36:725',119,487,487,405,0,0,503,507,343,0,0,1,?,1,?
2554,'2018/04/23 22:37:36:727',119,487,487,405,0,0,503,507,343,0,0,1,?,1,?
2555,'2018/04/23 22:37:36:819',119,487,487,405,0,0,526,444,335,0,0,1,?,1,?
2556,'2018/04/23 22:37:36:821',119,487,487,405,0,0,526,444,335,0,0,1,?,1,?
2557,'2018/04/23 22:37:36:915',119,487,487,405,0,0,573,499,140,0,0,1,?,1,?
2558,'2018/04/23 22:37:36:921',119,487,487,405,0,0,573,499,140,0,0,1,?,1,?
2559,'2018/04/23 22:37:37:012',119,487,487,405,0,0,519,491,191,0,0,1,?,1,?
2560,'2018/04/23 22:37:37:110',119,487,487,405,0,0,546,499,316,0,0,1,?,1,?
2561,'2018/04/23 22:37:40:276',120,476,499,253,0,0,526,452,167,0,0,1,?,1,?
2562,'2018/04/23 22:37:40:278',120,476,499,253,0,0,526,452,167,0,0,1,?,1,?
2563,'2018/04/23 22:37:40:371',120,476,499,253,0,0,542,468,238,0,0,1,?,1,?
2564,'2018/04/23 22:37:40:373',120,476,499,253,0,0,542,468,238,0,0,1,?,1,?
2565,'2018/04/23 22:37:40:470',120,507,499,331,0,0,507,499,331,0,0,1,?,1,?
2566,'2018/04/23 22:37:40:568',120,476,456,261,0,0,476,456,261,0,0,1,?,1,?
2567,'2018/04/23 22:37:40:660',120,487,503,136,0,0,487,503,136,0,0,1,?,1,?
2568,'2018/04/23 22:37:40:756',120,456,440,210,0,0,456,440,210,0,0,1,?,1,?
2569,'2018/04/23 22:37:40:854',120,499,511,277,0,0,499,511,277,0,0,1,?,1,?
2570,'2018/04/23 22:37:40:947',120,499,511,277,0,0,503,464,316,0,0,1,?,1,?
2571,'2018/04/23 22:37:40:954',120,499,511,277,0,0,503,464,316,0,0,1,?,1,?
2572,'2018/04/23 22:37:41:046',120,468,487,222,0,0,468,487,222,0,0,1,?,1,?
2573,'2018/04/23 22:37:41:141',120,472,487,230,0,0,472,487,230,0,0,1,?,1,?
2574,'2018/04/23 22:37:41:238',120,495,487,265,0,0,495,487,265,0,0,1,?,1,?
2575,'2018/04/23 22:37:41:338',120,499,495,269,0,0,499,495,269,0,0,1,?,1,?
2576,'2018/04/23 22:37:41:428',120,499,495,269,0,0,526,464,253,0,0,1,?,1,?
2577,'2018/04/23 22:37:41:525',120,499,491,245,0,0,499,491,245,0,0,1,?,1,?
2578,'2018/04/23 22:37:41:620',120,479,468,253,0,0,479,468,253,0,0,1,?,1,?
2579,'2018/04/23 22:37:41:720',120,491,476,257,0,0,491,476,257,0,0,1,?,1,?
2580,'2018/04/23 22:37:41:814',120,487,479,261,0,0,487,479,261,0,0,1,?,1,?
2581,'2018/04/23 22:37:41:910',120,479,476,253,0,0,479,476,253,0,0,1,?,1,?
2582,'2018/04/23 22:37:42:005',120,491,479,249,0,0,491,479,249,0,0,1,?,1,?
2583,'2018/04/23 22:37:42:103',120,491,479,253,0,0,491,479,253,0,0,1,?,1,?
2584,'2018/04/23 22:37:42:198',120,495,483,245,0,0,495,483,245,0,0,1,?,1,?
2585,'2018/04/23 22:37:42:292',120,483,503,249,0,0,483,503,249,0,0,1,?,1,?
2586,'2018/04/23 22:37:42:387',120,483,503,249,0,0,519,448,269,0,0,1,?,1,?
2587,'2018/04/23 22:37:42:487',120,479,495,234,0,0,479,495,234,0,0,1,?,1,?
2588,'2018/04/23 22:37:42:584',120,483,479,269,0,0,483,479,269,0,0,1,?,1,?
2589,'2018/04/23 22:37:42:677',120,487,472,261,0,0,487,472,261,0,0,1,?,1,?
2590,'2018/04/23 22:37:42:773',120,487,479,245,0,0,487,479,245,0,0,1,?,1,?
2591,'2018/04/23 22:37:42:867',120,487,479,245,0,0,522,464,245,0,0,1,?,1,?
2592,'2018/04/23 22:37:42:872',120,487,479,245,0,0,522,464,245,0,0,1,?,1,?
2593,'2018/04/23 22:37:42:971',120,491,479,257,0,0,491,479,257,0,0,1,?,1,?
2594,'2018/04/23 22:37:43:070',120,491,476,253,0,0,491,476,253,0,0,1,?,1,?
